task_difficulty,time_to_reward,past_failure_loops,self_efficacy,stress_level,goal_clarity,social_support,intrinsic_motivation,habit_strength,distraction_level,use_case,delay_cause,delay_severity_raw,respondent_id
5.110331471309548,6.072434750356411,0.3461064942234362,6.648247020468212,5.584886502739749,5.033553688811794,1.4522251967917308,5.049863213460406,0.3343114494506523,,Career Choices,Lack of Immediate Reward,0.2649,R000058
10.258095437609754,2.169650619253365,3.947824573113042,3.0411859776751937,4.5365467604689,2.804420499638879,5.9630966471635745,5.606343481799637,,6.574908347739982,Fitness,Overwhelm / Complexity,0.4201,R000059
4.978523944876489,5.503171316651232,1.8861775477053344,5.760306838856637,9.05822797865876,3.7466524226713673,3.89870501896522,3.1420675425940385,3.09397136591866,3.435476609973626,Career Choices,Decision Fatigue,0.3416,R000060
6.541658059595257,5.45568382218219,2.4907586978145653,-1.5514498037651698,5.413379287408966,1.7822500512445356,6.7861906237318985,3.9622277511684962,1.4907109925189843,3.9076172780187797,Career Choices,Perfectionism,0.4082,R000061
3.7403272178887175,3.1415650954559258,0.684763489433037,3.7231892670630438,5.115210105421533,6.113201019571645,2.9293180411888904,6.94388868922361,4.9516905156670195,6.3519093627293834,Fitness,Decision Fatigue,0.2474,R000062
3.957261118420872,1.9086169982208867,-0.10108982483219231,8.960213074418169,8.360695791527448,3.6508005161315387,4.190822537178598,4.884417028690773,5.826088057077369,2.054125822887411,Fitness,Perfectionism,0.1251,R000063
7.0633852812452655,5.569277389080014,3.29183437032064,2.123008821652127,4.486342979651586,5.220831557497471,0.48530730348954076,4.394964772371542,2.344504133398067,5.424888559294313,studying,Overwhelm / Complexity,0.3035,R000064
7.7460699801846005,,-0.4004504745098847,4.625066825667542,5.969089648869129,3.2318497015095584,0.4018997150658441,,0.2805081278035657,4.120213484198359,Career Choices,Perfectionism,0.4002,R000065
8.403750941365736,9.26007989257894,2.3286167913945173,5.292287168681561,3.29394979959288,3.5331975128802364,4.072673029487644,7.124963158668753,1.588787209767529,4.503233067206633,Career Choices,Overwhelm / Complexity,0.4171,R000066
5.990016507647664,0.590269731724951,-0.22102914941591223,1.6899801796758513,6.493371452753333,6.847333875577472,7.114289633018708,4.213012512158233,2.4292594506841345,4.27000947894161,Fitness,Overwhelm / Complexity,0.2451,R000067
8.062733532165952,9.670765395400252,1.3906520685607067,3.71811693903541,6.26776018289514,2.1446998242188866,4.1674822076939355,2.6769247168105137,4.345014074019241,5.033006042962734,Career Choices,Lack of Immediate Reward,0.5122,R000068
3.212296713792464,,1.4446033703327468,7.484669314742742,6.406032295011432,4.487958573904699,3.294007874174195,2.2481296986786004,5.038729182647419,7.517414595992415,Studying,Decision Fatigue,0.044,R000069
5.384209014441531,7.929742611693418,1.208452759622368,3.3823160661437464,4.514191823198848,6.189938091570535,5.366766011087185,5.752263323525432,1.359515952186897,4.334946741909638,Career Choices,Lack of Immediate Reward,0.2365,R000070
4.834202563471257,6.355376311495977,5.600189034039891,0.8985138531502712,4.261554933428247,4.655227073054902,7.861903521427745,5.1841277442773395,3.7638553341474816,3.358552873714693,Career Choices,Fear of Failure,0.3509,R000071
7.5761117435637155,2.6268290122142735,4.012977955363617,5.074694723375229,5.613502436518446,1.5497324236085142,-1.0068024003333773,7.3973029462663575,2.6245218035399422,6.5289570851583605,Studying,Perfectionism,0.3442,R000072
6.809167981651534,4.10247185597066,1.9185133270291472,6.020668877365099,5.619412328499423,4.396658697085769,8.416588456388556,3.098021762267751,4.944753242560169,3.806106739340632,Studying,Perfectionism,0.2449,R000073
2.3085416648482084,0.05913359239316485,1.2773297366119967,6.747193566314182,2.952506501510801,5.693897161847456,,5.055612435002469,1.3206165820224114,4.351837046400589,Fitness,Decision Fatigue,0.0217,R000074
5.911933334188612,4.372150599525174,3.5323933204630684,3.7796502710981503,,,6.237952256254703,3.3534185968109846,5.195938980640532,2.372342095572981,Career Choices,Perfectionism,0.2722,R000075
2.025910845646145,2.115062846156871,3.9551064855798725,4.35169937860244,6.853785376414189,4.639430556370113,5.754587174594472,2.8663961736601924,2.3442916080462535,2.8369178771645283,Fitness,Past Failure Loop,0.2264,R000076
,4.046516850281385,2.810639445425323,3.0437810842866346,7.941160547560659,4.759502988162864,4.180343291560583,5.924351245500422,2.8625439010229106,2.8497017380131267,Studying,Perfectionism,0.3323,R000077
3.005021175509462,6.739435340101849,1.5492600062214272,3.338450090233314,3.939229093859077,7.099851889769244,1.065553093189835,3.32493585112102,3.2162281786402365,8.998889830916644,Studying,Decision Fatigue,0.2956,R000078
2.0607778805310493,4.530672330710309,2.9316769686283224,4.2139919502392065,6.325426798587682,4.472219742118081,6.751256369532336,2.0047685640862034,4.136454571434862,3.7169973218821504,Fitness,Lack of Immediate Reward,0.2621,R000079
5.4137029770594935,,3.3815039644214426,,5.896629008533306,0.9153972507496331,3.731391116624084,8.129801108361255,1.113702874672995,6.176676185125033,Fitness,Perfectionism,0.2031,R000080
3.475957323693732,8.156030087266021,0.9050840616859683,4.370336779721313,3.1045934204113292,7.929568953099039,5.062751719074808,4.310778164996636,6.185600632671167,5.60103876707752,Fitness,Lack of Immediate Reward,0.2555,R000081
6.231897511109261,2.746965558302163,-0.5312966677190332,2.8795264411204586,3.7689277414145463,0.7032383611069832,2.710936725367857,3.1618388767122925,2.1671736809077733,9.216529085742653,Studying,Overwhelm / Complexity,0.2265,R000082
4.072827472080192,4.800305927773417,2.6209223154276002,6.020659418078638,10.25628556039602,7.322251688088704,3.5529004275278853,6.203422153759411,1.9957000673465317,5.347876451713722,fitness,Decision Fatigue,0.3377,R000083
6.295804404476446,5.0052886975060265,3.4811760018028273,6.472873405774923,5.32774258816143,4.492613451483126,6.963403255690235,7.447270542370618,3.3800801864734273,4.27784052062055,Fitness,Perfectionism,0.3115,R000084
5.371606633955211,3.8043874880916926,0.9694895158853574,6.4803380359423395,4.926365480957589,,,4.368583655758297,4.8852144164617135,5.084945085988862,Fitness,Overwhelm / Complexity,0.1976,R000085
6.011722066724265,6.122806788422428,0.995161786693286,6.094232169035036,6.752335696529094,7.69896959553577,4.780950881225117,4.17632098350373,4.420729880299267,,Studying,Lack of Immediate Reward,0.3391,R000086
6.915583670891038,4.978357596544691,2.6856191347191163,5.722130900650492,4.991745038661823,,5.902159918380232,3.21555408935599,6.3891726176383985,6.185039622823336,Studying,Overwhelm / Complexity,0.3394,R000087
9.66747134081196,8.11991861230993,4.74282470259813,7.311569371717361,7.002449074975319,5.690987754402944,5.825740069505555,6.472030886286589,1.6651235882524833,,Studying,Overwhelm / Complexity,0.5017,R000088
7.105437987553466,4.635719144142914,0.2614083517332393,7.180666176199838,5.1882877319578204,5.038742015312439,3.6407624220846753,7.553509629825998,4.535717084911226,5.542594871807969,Studying,Overwhelm / Complexity,0.259,R000089
7.820680696935601,7.218196088903974,,6.017592462996319,6.42465343268292,5.145028245964956,2.6248535052843134,9.65231647625312,1.9890532252307418,4.386826714979557,Career Choices,Overwhelm / Complexity,0.3993,R000090
7.492647966916517,5.171923814853246,2.5017430808634216,1.2015563234825382,9.654875196349906,5.865238858454625,5.714332479541415,1.5003799863768403,1.073448388072563,6.639755729529602,Career Choices,Decision Fatigue,0.5045,R000091
8.46991568360836,,3.39245618779412,,7.791313349760594,2.6874645920964486,2.499888186234278,2.4529413491230203,4.756300763702868,5.890913295637747,Studying,Lack of Immediate Reward,0.4335,R000092
6.359757459770413,5.759147587493095,,3.4915798093992976,4.55364837848677,5.413118820620685,5.755845021536966,2.342085666984209,1.9660628243535987,7.526513774501737,Career Choices,Overwhelm / Complexity,0.2832,R000093
9.357908848329542,7.590933682714812,1.1099272353219998,,6.646465899116724,,1.9936882348843668,7.161868354435995,4.419580458155784,2.016040848947271,Career Choices,Perfectionism,0.3709,R000094
,5.658814696175328,1.229756255598093,1.617533333271962,6.818559975353862,6.641998236964314,6.100020677714009,4.559297258998435,-0.8127410537381543,5.35983444725219,Career Choices,Decision Fatigue,0.4176,R000095
4.632857903891759,-0.03711345955628964,0.7091272177234131,5.9234856297088605,6.0484666231464725,,2.102536971964782,4.290781968365209,0.7570295942127498,6.989203494683598,Studying,Decision Fatigue,0.1229,R000096
6.6999331805031295,6.089479369896075,2.84332735876641,5.342245943231042,5.8700480341259285,2.8304257747380097,3.4122777592106015,4.210650189722126,6.717351428558979,3.437210991208058,Studying,Perfectionism,0.3015,R000097
8.240542128731702,5.352154345943981,2.101279621443964,6.547794175871003,9.259280993253077,7.9557465852914895,,4.900971576535193,3.0840946406115672,6.279298876078912,Studying,Decision Fatigue,0.4059,R000098
7.423744479013966,4.457709246881855,1.89965793358498,0.7135753935583895,5.4530311807419825,3.017494816393683,5.045290866866476,8.371715047396062,3.529433438197787,6.751963938007665,Career Choices,Overwhelm / Complexity,0.4264,R000099
4.809510018625716,4.326080688323843,3.6369785308114464,4.993010937281733,6.396636899052529,4.477799526574542,3.667108437653037,8.24152933755005,1.0202499951241542,7.304145292558934,Studying,Decision Fatigue,0.2821,R000100
,5.129168226633182,1.6494473411041737,5.64593834810055,2.2304700217290176,10.151823433430629,5.628152113731095,6.448101704864193,2.4728115717260772,3.260008078571083,fitness,Lack of Immediate Reward,0.1817,R000101
2.319292996005792,3.18999769120599,1.242858298488969,4.025240169845354,5.067339286442023,0.36394170538786863,4.932120732546345,5.328449046835047,0.9173745618285762,7.375115570753829,Fitness,Decision Fatigue,0.1495,R000102
6.045024371181887,8.747102596362703,6.704126866669907,6.416714487031252,7.958388780549188,8.604497711101873,5.272855045856268,8.14050174722374,4.426322038302725,6.273575982691987,Studying,Decision Fatigue,0.4828,R000103
4.875629215241297,3.749461696777785,2.1086059024403596,,6.48719524765392,4.490712490634716,4.847794241552556,3.082169326620007,4.1176282884661575,3.83045305071445,Career Choices,Perfectionism,0.2653,R000104
9.365400621559203,8.940355263617402,0.5243317073209697,3.408883618850309,4.720363885885126,2.821532871652148,1.841771672657595,4.5374658424239,3.639649116729119,2.508399558777951,Career Choices,Lack of Immediate Reward,0.466,R000105
6.460293877432484,5.849567784698297,0.44636619473222194,2.2249809598430246,7.452532984604546,3.916267327705995,4.604138733664273,7.221818196771253,4.897745306670169,0.8721548151138738,Career Choices,Perfectionism,0.3095,R000106
6.822599005353091,2.37459520603635,4.986491982719879,5.978393784436625,4.442644059301213,3.7706385341789996,1.5640216964598634,4.372085500327492,2.1310824409669507,3.482290264464858,Studying,Perfectionism,0.3022,R000107
3.9498356108765376,4.869969204263588,2.1705415562574357,3.8520774107838642,3.759911825484204,4.907127986503938,5.946735870058053,5.51773976396529,3.89970182197552,1.6028268317605487,Fitness,Lack of Immediate Reward,0.3205,R000108
3.8022581336824564,4.646916990218744,6.443828743312753,6.149364933105722,4.871501975375568,3.526156210498697,8.250879460976172,3.297706986264517,4.311529742011432,3.6002448895140753,Fitness,Past Failure Loop,0.3391,R000109
3.9999648493471023,1.569820682213933,4.079035895560137,4.892553736532854,5.63575385428837,7.182832764268732,6.3532617950337755,1.3263924540518328,4.821177731857795,4.3088338509362565,Fitness,Decision Fatigue,0.136,R000110
4.845907646391245,1.2712172525813794,1.7712404356650533,,7.040670467176467,3.860773680280571,8.112857269322781,7.29902118167878,2.6841214892679814,2.3933763938350547,Fitness,Perfectionism,0.1705,R000111
6.658842249507088,2.640952340343459,0.8489935299220419,6.220527432239765,3.696510971397096,5.517099986737606,7.274780794105339,5.722735730170576,,4.889778746925995,Fitness,Overwhelm / Complexity,0.1986,R000112
9.017925455871815,8.211621602274239,1.4768821894311774,6.56478578302138,5.9732647442971025,4.719029918563181,3.9088160820892233,5.677339829354102,1.8223183912520282,7.130348056988978,Career Choices,Overwhelm / Complexity,0.4866,R000113
4.88333538253962,,1.285503093390059,4.582461930517755,6.143226647420602,0.7515159757707974,6.6880242420149285,8.89297664337818,4.805777822510721,6.062494210694296,career choices,Perfectionism,0.2321,R000114
11.079499662630557,6.296023774985888,1.0720684034816934,6.714607318207827,8.612634891342072,2.4194062078729126,4.003179234848897,3.8463795577872744,2.6254408823099626,6.097004674807836,Career Choices,Overwhelm / Complexity,0.4642,R000115
11.454526631734272,7.637661768741747,1.6449302885931756,5.649429454231985,5.893136771803022,0.4299264409611663,4.043009768884914,4.313042142768472,-0.36617142898966115,3.861233139390464,Career Choices,Perfectionism,0.5173,R000116
6.384292736562641,5.136754106937682,2.3545983166882785,3.5102775687921217,,5.121981453842719,3.089525041987131,5.535398401018195,3.4706147791448165,5.684201164195965,Studying,Decision Fatigue,0.3189,R000117
7.025301782865869,6.155213781584535,0.24649724307776055,5.8717947196868066,5.2647554575649895,3.007308891304719,3.4773410368766635,2.9286073198878286,-0.6519499985805015,3.1204142523975325,Career Choices,Perfectionism,0.3929,R000118
,8.04792962054809,4.812238436244344,4.305708809993577,,4.175924714513711,,4.804779101272272,1.3331007266612123,5.116583522129418,Career Choices,Overwhelm / Complexity,0.536,R000119
4.159075197948307,5.131623144173654,-0.03168489546252751,6.093331818384975,4.120745769133209,11.224527154569042,5.780485125352374,4.366855105411469,0.8812267014991448,,Fitness,Decision Fatigue,0.2115,R000120
7.434465779670742,,,5.302461260084768,6.417666736225265,5.706432157820634,5.607281872212816,7.188905502611092,3.1015467516465307,4.448073794922313,Studying,Overwhelm / Complexity,0.3239,R000121
4.472721267867666,8.836552242784649,4.232196506962125,1.9695999299610527,6.680826687499211,3.3609552628742687,4.004422786740915,5.380508916637189,0.17283358778065194,1.896286749064438,Career Choices,Lack of Immediate Reward,0.4069,R000122
5.921365814620532,3.164878053777933,1.5672735908997322,6.308785822413821,4.755074275471752,,3.8198394319588003,2.8449654655794,2.9114036287826455,4.614448728576525,Fitness,Overwhelm / Complexity,0.2291,R000123
3.1359949788330685,1.0949765659861606,3.648011938471094,4.6627695887312335,7.18464204734418,,6.030565951699546,5.09815048241598,-1.5448082646368233,2.340105666997962,Fitness,Past Failure Loop,0.1783,R000124
7.408877096637216,4.755471825571937,2.1753922641434467,4.46119842860035,7.838302884373232,6.440328153393789,5.372080808620655,,1.8693835433370907,9.363923081407577,Career Choices,Decision Fatigue,0.4142,R000125
8.779626218263687,7.974778038284698,2.8805098527889728,0.3328856907879185,9.360737650168101,3.771828986380109,6.867198946314618,0.9362994999608838,2.961823306266144,2.9293456696247877,Career Choices,Lack of Immediate Reward,0.5587,R000126
2.5939049611833154,3.886061758362778,1.9297494281059886,6.691558075073378,6.879664291323587,5.800951844017229,3.202889880900522,5.70439973817686,8.4610448339776,7.627410121276792,Fitness,Decision Fatigue,0.0139,R000127
7.607683361281236,8.864239050510689,1.5082767798912329,3.5798181597122327,6.019464412849721,5.35959791941277,2.3179070486874833,7.058508438057804,2.3992126149434756,2.2234538791880567,Career Choices,Lack of Immediate Reward,0.4059,R000128
5.113817375958188,10.502278070295876,1.3354646933129468,0.905566081049801,4.952732792497546,5.956655729550034,6.289760638508848,9.553079386885544,5.532415627774586,6.357052928438789,Studying,Lack of Immediate Reward,0.3598,R000129
3.3153169748137117,3.1658523956918603,0.3215676416547859,4.962963835892244,4.557094173041011,6.961313211624236,4.801440996818166,3.091827440506821,0.45283290501227036,4.89818252029392,Fitness,Decision Fatigue,0.1481,R000130
8.16042778575859,9.781092507378695,0.5517686653696192,4.677805672430865,8.224886727209583,2.5701599905857755,4.4702989823297195,4.727808354133434,0.1396685769216659,4.320147710054683,Career Choices,Lack of Immediate Reward,0.4384,R000131
4.517946693470205,6.763468127311617,5.31624974786843,8.104232684148897,2.7635641392645396,6.4021053640872525,4.630336165069996,6.03941112694685,2.032788259023845,1.2444004604806298,Fitness,Past Failure Loop,0.3061,R000132
6.965600933837272,6.454335678256694,3.1876967072377083,6.0060723422647335,5.5055734278816875,5.174070178981195,,,3.0766142936170526,6.195480563730159,Studying,Overwhelm / Complexity,0.3671,R000133
3.5897126364735277,3.708970141045569,1.0142279402105694,5.994421248161771,,5.07617028017817,1.8849188135992314,6.621705933705396,3.7283493012435445,,Fitness,Decision Fatigue,0.2204,R000134
